'Elapsed time','II'
'seconds','mV'
0.000,-0.069
0.001,-0.069
0.002,-0.069
0.003,-0.069
0.004,-0.070
0.005,-0.072
0.006,-0.072
0.007,-0.072
0.008,-0.073
0.009,-0.075
0.010,-0.078
0.011,-0.081
0.012,-0.081
0.013,-0.081
0.014,-0.081
0.015,-0.081
0.016,-0.081
0.017,-0.081
0.018,-0.081
0.019,-0.081
0.020,-0.080
0.021,-0.078
0.022,-0.077
0.023,-0.075
0.024,-0.076
0.025,-0.078
0.026,-0.079
0.027,-0.081
0.028,-0.081
0.029,-0.081
0.030,-0.080
0.031,-0.078
0.032,-0.074
0.033,-0.069
0.034,-0.069
0.035,-0.069
0.036,-0.069
0.037,-0.069
0.038,-0.070
0.039,-0.072
0.040,-0.073
0.041,-0.075
0.042,-0.075
0.043,-0.075
0.044,-0.075
0.045,-0.075
0.046,-0.075
0.047,-0.075
0.048,-0.078
0.049,-0.081
0.050,-0.082
0.051,-0.084
0.052,-0.080
0.053,-0.075
0.054,-0.075
0.055,-0.075
0.056,-0.075
0.057,-0.075
0.058,-0.076
0.059,-0.078
0.060,-0.078
0.061,-0.078
0.062,-0.075
0.063,-0.072
0.064,-0.071
0.065,-0.069
0.066,-0.069
0.067,-0.069
0.068,-0.070
0.069,-0.072
0.070,-0.071
0.071,-0.069
0.072,-0.069
0.073,-0.069
0.074,-0.070
0.075,-0.072
0.076,-0.072
0.077,-0.072
0.078,-0.072
0.079,-0.072
0.080,-0.072
0.081,-0.072
0.082,-0.072
0.083,-0.072
0.084,-0.069
0.085,-0.066
0.086,-0.066
0.087,-0.066
0.088,-0.067
0.089,-0.069
0.090,-0.069
0.091,-0.069
0.092,-0.069
0.093,-0.069
0.094,-0.067
0.095,-0.066
0.096,-0.066
0.097,-0.066
0.098,-0.066
0.099,-0.066
0.100,-0.066
0.101,-0.066
0.102,-0.066
0.103,-0.066
0.104,-0.067
0.105,-0.069
0.106,-0.069
0.107,-0.069
0.108,-0.069
0.109,-0.069
0.110,-0.070
0.111,-0.072
0.112,-0.066
0.113,-0.059
0.114,-0.061
0.115,-0.063
0.116,-0.059
0.117,-0.056
0.118,-0.055
0.119,-0.053
0.120,-0.053
0.121,-0.053
0.122,-0.050
0.123,-0.047
0.124,-0.047
0.125,-0.047
0.126,-0.048
0.127,-0.050
0.128,-0.047
0.129,-0.044
0.130,-0.044
0.131,-0.044
0.132,-0.045
0.133,-0.047
0.134,-0.047
0.135,-0.047
0.136,-0.047
0.137,-0.047
0.138,-0.047
0.139,-0.047
0.140,-0.046
0.141,-0.044
0.142,-0.044
0.143,-0.044
0.144,-0.044
0.145,-0.044
0.146,-0.041
0.147,-0.037
0.148,-0.037
0.149,-0.037
0.150,-0.037
0.151,-0.037
0.152,-0.036
0.153,-0.034
0.154,-0.031
0.155,-0.028
0.156,-0.028
0.157,-0.028
0.158,-0.028
0.159,-0.028
0.160,-0.028
0.161,-0.028
0.162,-0.022
0.163,-0.016
0.164,-0.014
0.165,-0.012
0.166,-0.012
0.167,-0.012
0.168,-0.012
0.169,-0.012
0.170,-0.012
0.171,-0.012
0.172,-0.012
0.173,-0.012
0.174,-0.012
0.175,-0.012
0.176,-0.012
0.177,-0.012
0.178,-0.011
0.179,-0.009
0.180,-0.008
0.181,-0.006
0.182,-0.005
0.183,-0.003
0.184,-0.006
0.185,-0.009
0.186,-0.011
0.187,-0.012
0.188,-0.014
0.189,-0.016
0.190,-0.016
0.191,-0.016
0.192,-0.014
0.193,-0.012
0.194,-0.012
0.195,-0.012
0.196,-0.009
0.197,-0.006
0.198,-0.002
0.199,0.003
0.200,0.003
0.201,0.003
0.202,0.002
0.203,0.000
0.204,0.000
0.205,0.000
0.206,0.000
0.207,0.000
0.208,0.001
0.209,0.003
0.210,0.003
0.211,0.003
0.212,0.000
0.213,-0.003
0.214,-0.002
0.215,0.000
0.216,0.000
0.217,0.000
0.218,0.003
0.219,0.006
0.220,0.007
0.221,0.009
0.222,0.009
0.223,0.009
0.224,0.008
0.225,0.006
0.226,0.006
0.227,0.006
0.228,0.006
0.229,0.006
0.230,0.007
0.231,0.009
0.232,0.009
0.233,0.009
0.234,0.009
0.235,0.009
0.236,0.014
0.237,0.019
0.238,0.020
0.239,0.022
0.240,0.021
0.241,0.019
0.242,0.018
0.243,0.016
0.244,0.016
0.245,0.016
0.246,0.016
0.247,0.016
0.248,0.020
0.249,0.025
0.250,0.025
0.251,0.025
0.252,0.028
0.253,0.031
0.254,0.031
0.255,0.031
0.256,0.031
0.257,0.031
0.258,0.034
0.259,0.037
0.260,0.039
0.261,0.041
0.262,0.039
0.263,0.037
0.264,0.039
0.265,0.041
0.266,0.044
0.267,0.047
0.268,0.047
0.269,0.047
0.270,0.047
0.271,0.047
0.272,0.047
0.273,0.047
0.274,0.048
0.275,0.050
0.276,0.051
0.277,0.053
0.278,0.058
0.279,0.062
0.280,0.062
0.281,0.062
0.282,0.058
0.283,0.053
0.284,0.052
0.285,0.050
0.286,0.050
0.287,0.050
0.288,0.051
0.289,0.053
0.290,0.054
0.291,0.056
0.292,0.055
0.293,0.053
0.294,0.052
0.295,0.050
0.296,0.049
0.297,0.047
0.298,0.048
0.299,0.050
0.300,0.049
0.301,0.047
0.302,0.044
0.303,0.041
0.304,0.037
0.305,0.034
0.306,0.034
0.307,0.034
0.308,0.033
0.309,0.028
0.310,0.024
0.311,0.019
0.312,0.019
0.313,0.022
0.314,0.023
0.315,0.022
0.316,0.022
0.317,0.022
0.318,0.021
0.319,0.019
0.320,0.018
0.321,0.016
0.322,0.017
0.323,0.019
0.324,0.017
0.325,0.019
0.326,0.012
0.327,0.012
0.328,0.009
0.329,0.009
0.330,0.009
0.331,0.009
0.332,0.011
0.333,0.009
0.334,0.009
0.335,0.012
0.336,0.008
0.337,0.006
0.338,0.005
0.339,0.003
0.340,0.003
0.341,0.003
0.342,0.003
0.343,0.003
0.344,0.004
0.345,0.006
0.346,0.003
0.347,0.003
0.348,0.003
0.349,0.003
0.350,0.004
0.351,0.003
0.352,0.005
0.353,0.003
0.354,0.004
0.355,0.003
0.356,0.007
0.357,0.006
0.358,0.005
0.359,0.006
0.360,0.011
0.361,0.012
0.362,0.011
0.363,0.012
0.364,0.014
0.365,0.012
0.366,0.009
0.367,0.009
0.368,0.009
0.369,0.009
0.370,0.011
0.371,0.012
0.372,0.008
0.373,0.006
0.374,0.006
0.375,0.006
0.376,0.009
0.377,0.009
0.378,0.006
0.379,0.006
0.380,0.006
0.381,0.003
0.382,0.004
0.383,0.006
0.384,0.011
0.385,0.009
0.386,0.009
0.387,0.009
0.388,0.008
0.389,0.006
0.390,0.006
0.391,0.003
0.392,0.006
0.393,0.006
0.394,0.005
0.395,0.003
0.396,0.003
0.397,0.003
0.398,0.004
0.399,0.003
0.400,0.002
0.401,-0.003
0.402,-0.001
0.403,-0.003
0.404,0.000
0.405,-0.003
0.406,-0.003
0.407,-0.006
0.408,-0.006
0.409,-0.006
0.410,-0.006
0.411,-0.006
0.412,-0.005
0.413,-0.006
0.414,-0.006
0.415,-0.006
0.416,-0.009
0.417,-0.009
0.418,-0.011
0.419,-0.012
0.420,-0.009
0.421,-0.009
0.422,-0.003
0.423,-0.003
0.424,-0.003
0.425,-0.006
0.426,-0.005
0.427,-0.003
0.428,-0.006
0.429,-0.006
0.430,-0.006
0.431,-0.009
0.432,-0.014
0.433,-0.012
0.434,-0.014
0.435,-0.012
0.436,-0.011
0.437,-0.009
0.438,-0.012
0.439,-0.012
0.440,-0.014
0.441,-0.016
0.442,-0.017
0.443,-0.019
0.444,-0.014
0.445,-0.016
0.446,-0.019
0.447,-0.019
0.448,-0.019
0.449,-0.019
0.450,-0.023
0.451,-0.025
0.452,-0.025
0.453,-0.025
0.454,-0.025
0.455,-0.025
0.456,-0.026
0.457,-0.028
0.458,-0.028
0.459,-0.028
0.460,-0.028
0.461,-0.028
0.462,-0.027
0.463,-0.022
0.464,-0.025
0.465,-0.025
0.466,-0.028
0.467,-0.031
0.468,-0.030
0.469,-0.031
0.470,-0.031
0.471,-0.028
0.472,-0.030
0.473,-0.028
0.474,-0.028
0.475,-0.028
0.476,-0.031
0.477,-0.031
0.478,-0.031
0.479,-0.031
0.480,-0.028
0.481,-0.028
0.482,-0.030
0.483,-0.028
0.484,-0.028
0.485,-0.028
0.486,-0.029
0.487,-0.031
0.488,-0.031
0.489,-0.031
0.490,-0.031
0.491,-0.031
0.492,-0.030
0.493,-0.028
0.494,-0.030
0.495,-0.031
0.496,-0.031
0.497,-0.034
0.498,-0.034
0.499,-0.034
0.500,-0.034
0.501,-0.034
0.502,-0.033
0.503,-0.034
0.504,-0.039
0.505,-0.037
0.506,-0.037
0.507,-0.037
0.508,-0.036
0.509,-0.034
0.510,-0.034
0.511,-0.034
0.512,-0.034
0.513,-0.041
0.514,-0.041
0.515,-0.037
0.516,-0.037
0.517,-0.037
0.518,-0.037
0.519,-0.041
0.520,-0.041
0.521,-0.041
0.522,-0.039
0.523,-0.041
0.524,-0.044
0.525,-0.047
0.526,-0.053
0.527,-0.056
0.528,-0.053
0.529,-0.050
0.530,-0.047
0.531,-0.044
0.532,-0.041
0.533,-0.041
0.534,-0.039
0.535,-0.034
0.536,-0.033
0.537,-0.034
0.538,-0.033
0.539,-0.034
0.540,-0.036
0.541,-0.037
0.542,-0.037
0.543,-0.037
0.544,-0.034
0.545,-0.034
0.546,-0.041
0.547,-0.044
0.548,-0.043
0.549,-0.041
0.550,-0.045
0.551,-0.044
0.552,-0.045
0.553,-0.047
0.554,-0.047
0.555,-0.047
0.556,-0.047
0.557,-0.047
0.558,-0.046
0.559,-0.047
0.560,-0.041
0.561,-0.041
0.562,-0.041
0.563,-0.041
0.564,-0.045
0.565,-0.050
0.566,-0.050
0.567,-0.050
0.568,-0.050
0.569,-0.050
0.570,-0.049
0.571,-0.047
0.572,-0.049
0.573,-0.047
0.574,-0.045
0.575,-0.047
0.576,-0.048
0.577,-0.050
0.578,-0.049
0.579,-0.050
0.580,-0.050
0.581,-0.053
0.582,-0.053
0.583,-0.053
0.584,-0.055
0.585,-0.050
0.586,-0.047
0.587,-0.050
0.588,-0.049
0.589,-0.050
0.590,-0.050
0.591,-0.050
0.592,-0.050
0.593,-0.050
0.594,-0.056
0.595,-0.059
0.596,-0.061
0.597,-0.059
0.598,-0.056
0.599,-0.053
0.600,-0.058
0.601,-0.056
0.602,-0.053
0.603,-0.056
0.604,-0.053
0.605,-0.053
0.606,-0.053
0.607,-0.050
0.608,-0.050
0.609,-0.047
0.610,-0.044
0.611,-0.044
0.612,-0.048
0.613,-0.047
0.614,-0.047
0.615,-0.047
0.616,-0.050
0.617,-0.050
0.618,-0.048
0.619,-0.050
0.620,-0.051
0.621,-0.053
0.622,-0.053
0.623,-0.053
0.624,-0.050
0.625,-0.050
0.626,-0.050
0.627,-0.050
0.628,-0.049
0.629,-0.044
0.630,-0.041
0.631,-0.041
0.632,-0.041
0.633,-0.037
0.634,-0.034
0.635,-0.025
0.636,-0.018
0.637,-0.009
0.638,-0.003
0.639,0.003
0.640,0.003
0.641,0.006
0.642,0.012
0.643,0.019
0.644,0.019
0.645,0.022
0.646,0.022
0.647,0.028
0.648,0.034
0.649,0.037
0.650,0.033
0.651,0.034
0.652,0.030
0.653,0.028
0.654,0.028
0.655,0.028
0.656,0.027
0.657,0.028
0.658,0.028
0.659,0.028
0.660,0.028
0.661,0.031
0.662,0.036
0.663,0.044
0.664,0.048
0.665,0.053
0.666,0.054
0.667,0.059
0.668,0.059
0.669,0.053
0.670,0.056
0.671,0.056
0.672,0.067
0.673,0.075
0.674,0.084
0.675,0.091
0.676,0.094
0.677,0.091
0.678,0.086
0.679,0.081
0.680,0.072
0.681,0.066
0.682,0.062
0.683,0.056
0.684,0.053
0.685,0.050
0.686,0.048
0.687,0.047
0.688,0.039
0.689,0.031
0.690,0.028
0.691,0.022
0.692,0.017
0.693,0.016
0.694,0.006
0.695,0.003
0.696,-0.003
0.697,-0.009
0.698,-0.016
0.699,-0.019
0.700,-0.023
0.701,-0.031
0.702,-0.031
0.703,-0.031
0.704,-0.031
0.705,-0.034
0.706,-0.033
0.707,-0.031
0.708,-0.034
0.709,-0.031
0.710,-0.039
0.711,-0.047
0.712,-0.049
0.713,-0.047
0.714,-0.047
0.715,-0.050
0.716,-0.049
0.717,-0.053
0.718,-0.054
0.719,-0.059
0.720,-0.061
0.721,-0.066
0.722,-0.066
0.723,-0.066
0.724,-0.067
0.725,-0.069
0.726,-0.070
0.727,-0.072
0.728,-0.070
0.729,-0.075
0.730,-0.073
0.731,-0.075
0.732,-0.074
0.733,-0.072
0.734,-0.072
0.735,-0.072
0.736,-0.071
0.737,-0.072
0.738,-0.072
0.739,-0.072
0.740,-0.079
0.741,-0.084
0.742,-0.082
0.743,-0.081
0.744,-0.080
0.745,-0.078
0.746,-0.078
0.747,-0.078
0.748,-0.077
0.749,-0.075
0.750,-0.075
0.751,-0.075
0.752,-0.076
0.753,-0.078
0.754,-0.079
0.755,-0.081
0.756,-0.088
0.757,-0.094
0.758,-0.098
0.759,-0.100
0.760,-0.097
