'Elapsed time','II'
'seconds','mV'
0.000,-0.108
0.001,-0.084
0.002,-0.086
0.003,-0.088
0.004,-0.086
0.005,-0.091
0.006,-0.091
0.007,-0.091
0.008,-0.091
0.009,-0.091
0.010,-0.089
0.011,-0.088
0.012,-0.091
0.013,-0.091
0.014,-0.094
0.015,-0.100
0.016,-0.101
0.017,-0.100
0.018,-0.099
0.019,-0.097
0.020,-0.095
0.021,-0.097
0.022,-0.097
0.023,-0.097
0.024,-0.096
0.025,-0.091
0.026,-0.088
0.027,-0.088
0.028,-0.086
0.029,-0.084
0.030,-0.078
0.031,-0.075
0.032,-0.071
0.033,-0.063
0.034,-0.063
0.035,-0.059
0.036,-0.053
0.037,-0.047
0.038,-0.039
0.039,-0.031
0.040,-0.024
0.041,-0.016
0.042,-0.016
0.043,-0.019
0.044,-0.017
0.045,-0.019
0.046,-0.018
0.047,-0.009
0.048,-0.008
0.049,-0.003
0.050,-0.009
0.051,-0.012
0.052,-0.011
0.053,-0.012
0.054,-0.006
0.055,0.000
0.056,0.001
0.057,0.003
0.058,0.006
0.059,0.006
0.060,0.005
0.061,0.009
0.062,0.014
0.063,0.022
0.064,0.033
0.065,0.041
0.066,0.041
0.067,0.047
0.068,0.049
0.069,0.053
0.070,0.053
0.071,0.056
0.072,0.057
0.073,0.059
0.074,0.063
0.075,0.063
0.076,0.058
0.077,0.059
0.078,0.066
0.079,0.063
0.080,0.056
0.081,0.053
0.082,0.053
0.083,0.050
0.084,0.045
0.085,0.044
0.086,0.033
0.087,0.028
0.088,0.019
0.089,0.009
0.090,0.011
0.091,0.009
0.092,0.009
0.093,0.009
0.094,0.009
0.095,0.009
0.096,0.002
0.097,-0.006
0.098,-0.008
0.099,-0.009
0.100,-0.012
0.101,-0.019
0.102,-0.025
0.103,-0.031
0.104,-0.041
0.105,-0.047
0.106,-0.052
0.107,-0.056
0.108,-0.059
0.109,-0.063
0.110,-0.072
0.111,-0.075
0.112,-0.082
0.113,-0.091
0.114,-0.095
0.115,-0.100
0.116,-0.102
0.117,-0.100
0.118,-0.100
0.119,-0.103
0.120,-0.112
0.121,-0.122
0.122,-0.125
0.123,-0.128
0.124,-0.127
0.125,-0.128
0.126,-0.131
0.127,-0.134
0.128,-0.133
0.129,-0.131
0.130,-0.133
0.131,-0.134
0.132,-0.137
0.133,-0.144
0.134,-0.144
0.135,-0.144
0.136,-0.147
0.137,-0.147
0.138,-0.146
0.139,-0.144
0.140,-0.139
0.141,-0.137
0.142,-0.136
0.143,-0.141
0.144,-0.141
0.145,-0.141
0.146,-0.145
0.147,-0.153
0.148,-0.156
0.149,-0.159
0.150,-0.158
0.151,-0.156
0.152,-0.153
0.153,-0.153
0.154,-0.152
0.155,-0.153
0.156,-0.150
0.157,-0.147
0.158,-0.147
0.159,-0.147
0.160,-0.153
0.161,-0.156
0.162,-0.155
0.163,-0.153
0.164,-0.150
0.165,-0.153
0.166,-0.150
0.167,-0.150
0.168,-0.146
0.169,-0.147
0.170,-0.148
0.171,-0.150
0.172,-0.148
0.173,-0.150
0.174,-0.144
