'Elapsed time','II'
'seconds','mV'
0.000,0.550
0.001,0.413
0.002,0.275
0.003,0.138
0.004,0.041
0.005,-0.056
0.006,-0.097
0.007,-0.137
0.008,-0.139
0.009,-0.141
0.010,-0.141
0.011,-0.141
0.012,-0.142
0.013,-0.144
0.014,-0.144
0.015,-0.144
0.016,-0.144
0.017,-0.144
0.018,-0.137
0.019,-0.131
0.020,-0.128
0.021,-0.125
0.022,-0.125
0.023,-0.125
0.024,-0.122
0.025,-0.119
0.026,-0.119
0.027,-0.119
0.028,-0.122
0.029,-0.125
0.030,-0.125
0.031,-0.125
0.032,-0.125
0.033,-0.125
0.034,-0.132
0.035,-0.141
0.036,-0.139
0.037,-0.137
0.038,-0.134
0.039,-0.131
0.040,-0.131
0.041,-0.131
0.042,-0.131
0.043,-0.131
0.044,-0.131
0.045,-0.131
0.046,-0.132
0.047,-0.134
0.048,-0.136
0.049,-0.137
0.050,-0.137
0.051,-0.137
0.052,-0.139
0.053,-0.141
0.054,-0.136
0.055,-0.131
0.056,-0.134
0.057,-0.137
0.058,-0.141
0.059,-0.144
0.060,-0.142
0.061,-0.141
0.062,-0.141
0.063,-0.141
0.064,-0.134
0.065,-0.128
0.066,-0.129
0.067,-0.131
0.068,-0.134
0.069,-0.137
0.070,-0.133
0.071,-0.128
0.072,-0.128
0.073,-0.128
0.074,-0.127
0.075,-0.125
0.076,-0.125
0.077,-0.125
0.078,-0.126
0.079,-0.128
0.080,-0.125
0.081,-0.122
0.082,-0.122
0.083,-0.122
0.084,-0.119
0.085,-0.116
0.086,-0.116
0.087,-0.116
0.088,-0.116
0.089,-0.116
0.090,-0.116
0.091,-0.116
0.092,-0.114
0.093,-0.112
0.094,-0.109
0.095,-0.106
0.096,-0.106
0.097,-0.106
0.098,-0.107
0.099,-0.109
0.100,-0.108
0.101,-0.106
0.102,-0.105
0.103,-0.103
0.104,-0.103
0.105,-0.103
0.106,-0.099
0.107,-0.094
0.108,-0.094
0.109,-0.094
0.110,-0.094
0.111,-0.094
0.112,-0.094
0.113,-0.094
0.114,-0.097
0.115,-0.100
0.116,-0.100
0.117,-0.100
0.118,-0.100
0.119,-0.100
0.120,-0.100
0.121,-0.100
0.122,-0.097
0.123,-0.094
0.124,-0.092
0.125,-0.091
0.126,-0.092
0.127,-0.094
0.128,-0.095
0.129,-0.097
0.130,-0.096
0.131,-0.094
0.132,-0.092
0.133,-0.091
0.134,-0.087
0.135,-0.084
0.136,-0.086
0.137,-0.087
0.138,-0.089
0.139,-0.091
0.140,-0.091
0.141,-0.091
0.142,-0.091
0.143,-0.091
0.144,-0.092
0.145,-0.094
0.146,-0.092
0.147,-0.091
0.148,-0.089
0.149,-0.087
0.150,-0.084
0.151,-0.081
0.152,-0.081
0.153,-0.081
0.154,-0.079
0.155,-0.078
0.156,-0.077
0.157,-0.075
0.158,-0.072
0.159,-0.072
0.160,-0.071
0.161,-0.069
0.162,-0.061
0.163,-0.053
0.164,-0.057
0.165,-0.053
0.166,-0.049
0.167,-0.044
0.168,-0.044
0.169,-0.041
0.170,-0.039
0.171,-0.037
0.172,-0.036
0.173,-0.034
0.174,-0.028
0.175,-0.025
0.176,-0.023
0.177,-0.025
0.178,-0.019
0.179,-0.016
0.180,-0.011
0.181,-0.006
0.182,-0.009
0.183,-0.006
0.184,-0.002
0.185,0.003
0.186,0.002
0.187,0.003
0.188,0.006
0.189,0.006
0.190,0.008
0.191,0.009
0.192,0.016
0.193,0.019
0.194,0.019
0.195,0.022
0.196,0.028
0.197,0.034
0.198,0.033
0.199,0.034
0.200,0.034
0.201,0.031
0.202,0.041
0.203,0.044
0.204,0.047
0.205,0.053
0.206,0.052
0.207,0.050
0.208,0.056
0.209,0.056
0.210,0.061
0.211,0.063
0.212,0.063
0.213,0.066
0.214,0.063
0.215,0.063
0.216,0.059
0.217,0.059
0.218,0.061
0.219,0.063
0.220,0.061
0.221,0.063
0.222,0.061
0.223,0.063
0.224,0.059
0.225,0.056
0.226,0.056
0.227,0.059
0.228,0.061
0.229,0.066
0.230,0.068
0.231,0.066
0.232,0.064
0.233,0.063
0.234,0.063
0.235,0.063
0.236,0.059
0.237,0.059
0.238,0.064
0.239,0.063
0.240,0.061
0.241,0.063
0.242,0.066
0.243,0.069
0.244,0.069
0.245,0.069
0.246,0.069
0.247,0.069
0.248,0.068
0.249,0.069
0.250,0.068
0.251,0.069
0.252,0.070
0.253,0.075
0.254,0.083
0.255,0.084
0.256,0.086
0.257,0.088
0.258,0.088
0.259,0.091
0.260,0.089
0.261,0.091
0.262,0.089
0.263,0.091
0.264,0.094
0.265,0.097
0.266,0.097
0.267,0.097
0.268,0.097
0.269,0.097
0.270,0.097
0.271,0.094
0.272,0.093
0.273,0.091
0.274,0.091
0.275,0.088
0.276,0.091
0.277,0.094
0.278,0.092
