'Elapsed time','II'
'seconds','mV'
0.000,-0.093
0.001,-0.093
0.002,-0.095
0.003,-0.098
0.004,-0.103
0.005,-0.110
0.006,-0.115
0.007,-0.110
0.008,-0.105
0.009,-0.120
0.010,-0.148
0.011,-0.160
0.012,-0.165
0.013,-0.173
0.014,-0.173
0.015,-0.163
0.016,-0.163
0.017,-0.160
0.018,-0.125
0.019,-0.080
0.020,-0.065
0.021,-0.045
0.022,0.013
0.023,0.063
0.024,0.093
0.025,0.158
0.026,0.238
0.027,0.315
0.028,0.408
0.029,0.515
0.030,0.625
0.031,0.725
0.032,0.820
0.033,0.918
0.034,1.018
0.035,1.120
0.036,1.220
0.037,1.300
0.038,1.350
0.039,1.370
0.040,1.375
0.041,1.388
0.042,1.415
0.043,1.428
0.044,1.383
0.045,1.243
0.046,1.010
0.047,0.730
0.048,0.448
0.049,0.190
0.050,-0.025
0.051,-0.180
0.052,-0.255
0.053,-0.268
0.054,-0.255
0.055,-0.248
0.056,-0.240
0.057,-0.228
0.058,-0.223
0.059,-0.233
0.060,-0.248
0.061,-0.253
0.062,-0.250
0.063,-0.255
0.064,-0.263
0.065,-0.260
0.066,-0.240
0.067,-0.218
0.068,-0.195
0.069,-0.165
0.070,-0.133
0.071,-0.110
0.072,-0.105
0.073,-0.103
0.074,-0.093
0.075,-0.083
0.076,-0.083
0.077,-0.083
0.078,-0.073
0.079,-0.055
0.080,-0.048
0.081,-0.050
0.082,-0.053
0.083,-0.053
0.084,-0.050
0.085,-0.053
0.086,-0.055
0.087,-0.058
0.088,-0.058
0.089,-0.058
0.090,-0.058
0.091,-0.058
0.092,-0.058
0.093,-0.055
0.094,-0.050
0.095,-0.048
0.096,-0.048
0.097,-0.048
0.098,-0.048
0.099,-0.048
0.100,-0.048
0.101,-0.045
0.102,-0.043
0.103,-0.043
0.104,-0.045
0.105,-0.048
0.106,-0.048
0.107,-0.048
0.108,-0.048
0.109,-0.050
0.110,-0.048
0.111,-0.045
0.112,-0.045
0.113,-0.045
0.114,-0.038
0.115,-0.030
0.116,-0.025
0.117,-0.030
0.118,-0.038
0.119,-0.043
0.120,-0.038
0.121,-0.033
0.122,-0.028
0.123,-0.030
0.124,-0.033
0.125,-0.033
0.126,-0.028
0.127,-0.025
0.128,-0.028
0.129,-0.025
0.130,-0.023
0.131,-0.020
0.132,-0.025
0.133,-0.025
0.134,-0.020
0.135,-0.008
0.136,-0.003
0.137,0.003
0.138,0.000
0.139,0.005
0.140,0.000
0.141,0.003
0.142,-0.003
0.143,0.003
0.144,-0.003
0.145,0.000
0.146,-0.003
0.147,0.003
0.148,0.003
0.149,0.008
0.150,0.008
0.151,0.010
0.152,0.013
0.153,0.013
0.154,0.013
0.155,0.013
0.156,0.015
0.157,0.015
0.158,0.018
0.159,0.020
0.160,0.025
0.161,0.025
0.162,0.025
0.163,0.025
0.164,0.028
0.165,0.025
0.166,0.025
0.167,0.023
0.168,0.028
0.169,0.030
0.170,0.030
0.171,0.030
0.172,0.035
0.173,0.038
0.174,0.038
0.175,0.033
0.176,0.035
0.177,0.038
0.178,0.040
0.179,0.038
0.180,0.038
0.181,0.043
0.182,0.050
0.183,0.050
0.184,0.050
0.185,0.050
0.186,0.055
0.187,0.058
0.188,0.058
0.189,0.058
0.190,0.060
0.191,0.063
0.192,0.063
0.193,0.058
0.194,0.055
0.195,0.058
0.196,0.065
0.197,0.065
0.198,0.063
0.199,0.063
0.200,0.068
0.201,0.073
0.202,0.073
0.203,0.065
0.204,0.063
0.205,0.070
0.206,0.083
0.207,0.093
0.208,0.093
0.209,0.088
0.210,0.088
0.211,0.093
0.212,0.095
0.213,0.093
0.214,0.090
0.215,0.090
0.216,0.095
