'Elapsed time','II'
'seconds','mV'
0.000,-0.049
0.001,-0.047
0.002,-0.048
0.003,-0.050
0.004,-0.048
0.005,-0.050
0.006,-0.050
0.007,-0.053
0.008,-0.051
0.009,-0.053
0.010,-0.054
0.011,-0.053
0.012,-0.054
0.013,-0.059
0.014,-0.058
0.015,-0.056
0.016,-0.056
0.017,-0.056
0.018,-0.056
0.019,-0.056
0.020,-0.053
0.021,-0.056
0.022,-0.056
0.023,-0.056
0.024,-0.056
0.025,-0.056
0.026,-0.052
0.027,-0.053
0.028,-0.054
0.029,-0.056
0.030,-0.056
0.031,-0.056
0.032,-0.056
0.033,-0.056
0.034,-0.055
0.035,-0.056
0.036,-0.054
0.037,-0.056
0.038,-0.061
0.039,-0.059
0.040,-0.055
0.041,-0.053
0.042,-0.058
0.043,-0.056
0.044,-0.053
0.045,-0.053
0.046,-0.054
0.047,-0.056
0.048,-0.059
0.049,-0.056
0.050,-0.055
0.051,-0.053
0.052,-0.056
0.053,-0.056
0.054,-0.053
0.055,-0.053
0.056,-0.058
0.057,-0.059
0.058,-0.061
0.059,-0.063
0.060,-0.061
0.061,-0.056
0.062,-0.058
0.063,-0.059
0.064,-0.058
0.065,-0.059
0.066,-0.056
0.067,-0.056
0.068,-0.056
0.069,-0.056
0.070,-0.059
0.071,-0.059
0.072,-0.056
0.073,-0.056
0.074,-0.055
0.075,-0.053
0.076,-0.056
0.077,-0.056
0.078,-0.058
0.079,-0.053
0.080,-0.050
0.081,-0.053
0.082,-0.058
0.083,-0.059
0.084,-0.059
0.085,-0.059
0.086,-0.063
0.087,-0.059
0.088,-0.063
0.089,-0.063
0.090,-0.061
0.091,-0.059
0.092,-0.056
0.093,-0.056
0.094,-0.058
0.095,-0.059
0.096,-0.061
0.097,-0.063
0.098,-0.059
0.099,-0.056
0.100,-0.058
0.101,-0.059
0.102,-0.059
0.103,-0.056
0.104,-0.059
0.105,-0.059
0.106,-0.058
0.107,-0.056
0.108,-0.056
0.109,-0.056
0.110,-0.056
0.111,-0.056
0.112,-0.056
0.113,-0.059
0.114,-0.061
0.115,-0.063
0.116,-0.058
0.117,-0.056
0.118,-0.056
0.119,-0.056
0.120,-0.053
0.121,-0.056
0.122,-0.059
0.123,-0.059
0.124,-0.058
0.125,-0.059
0.126,-0.055
0.127,-0.053
0.128,-0.059
0.129,-0.059
0.130,-0.056
0.131,-0.056
0.132,-0.056
0.133,-0.056
0.134,-0.055
0.135,-0.053
0.136,-0.061
0.137,-0.059
0.138,-0.064
0.139,-0.066
0.140,-0.058
0.141,-0.059
0.142,-0.058
0.143,-0.056
0.144,-0.055
0.145,-0.056
0.146,-0.054
0.147,-0.056
0.148,-0.054
0.149,-0.056
0.150,-0.055
0.151,-0.056
0.152,-0.058
0.153,-0.059
0.154,-0.059
0.155,-0.059
0.156,-0.059
0.157,-0.059
0.158,-0.059
0.159,-0.059
0.160,-0.056
0.161,-0.056
0.162,-0.055
0.163,-0.056
0.164,-0.058
0.165,-0.056
0.166,-0.058
0.167,-0.056
0.168,-0.056
0.169,-0.053
0.170,-0.053
0.171,-0.053
0.172,-0.056
0.173,-0.056
0.174,-0.058
0.175,-0.059
0.176,-0.055
0.177,-0.056
0.178,-0.056
0.179,-0.056
0.180,-0.059
0.181,-0.056
0.182,-0.058
0.183,-0.056
0.184,-0.055
0.185,-0.053
0.186,-0.056
0.187,-0.056
0.188,-0.059
0.189,-0.056
0.190,-0.056
0.191,-0.053
0.192,-0.054
0.193,-0.056
0.194,-0.056
0.195,-0.056
0.196,-0.055
0.197,-0.056
0.198,-0.054
0.199,-0.056
0.200,-0.055
0.201,-0.056
0.202,-0.058
0.203,-0.059
0.204,-0.058
0.205,-0.056
0.206,-0.058
0.207,-0.059
0.208,-0.059
0.209,-0.059
0.210,-0.055
0.211,-0.056
0.212,-0.054
0.213,-0.056
0.214,-0.059
0.215,-0.059
0.216,-0.056
0.217,-0.056
0.218,-0.055
0.219,-0.056
0.220,-0.054
0.221,-0.056
0.222,-0.056
0.223,-0.056
0.224,-0.058
0.225,-0.059
0.226,-0.058
0.227,-0.059
0.228,-0.059
0.229,-0.059
0.230,-0.056
0.231,-0.056
0.232,-0.061
0.233,-0.059
0.234,-0.056
0.235,-0.053
0.236,-0.053
0.237,-0.053
0.238,-0.054
0.239,-0.056
0.240,-0.056
0.241,-0.056
0.242,-0.056
0.243,-0.056
0.244,-0.056
0.245,-0.056
0.246,-0.056
0.247,-0.056
0.248,-0.056
0.249,-0.056
0.250,-0.056
0.251,-0.053
0.252,-0.051
0.253,-0.053
0.254,-0.054
0.255,-0.053
0.256,-0.049
0.257,-0.044
0.258,-0.038
0.259,-0.031
0.260,-0.022
0.261,-0.022
0.262,-0.020
0.263,-0.019
0.264,-0.016
0.265,-0.016
0.266,-0.013
0.267,-0.013
0.268,-0.013
0.269,-0.013
0.270,-0.008
0.271,-0.006
0.272,-0.002
0.273,0.000
0.274,0.002
0.275,-0.003
0.276,-0.008
0.277,-0.013
0.278,-0.009
0.279,-0.009
0.280,-0.002
0.281,0.009
0.282,0.016
0.283,0.031
0.284,0.046
0.285,0.059
0.286,0.079
0.287,0.100
0.288,0.116
0.289,0.128
0.290,0.134
0.291,0.131
0.292,0.131
0.293,0.128
0.294,0.122
0.295,0.122
0.296,0.119
0.297,0.116
0.298,0.119
0.299,0.119
0.300,0.120
0.301,0.116
0.302,0.109
0.303,0.103
0.304,0.097
0.305,0.087
0.306,0.078
0.307,0.075
0.308,0.076
0.309,0.078
0.310,0.078
0.311,0.078
0.312,0.071
0.313,0.059
0.314,0.055
0.315,0.050
0.316,0.053
0.317,0.053
0.318,0.054
0.319,0.059
0.320,0.058
0.321,0.053
0.322,0.050
0.323,0.047
0.324,0.044
0.325,0.044
0.326,0.051
0.327,0.056
0.328,0.054
0.329,0.053
0.330,0.044
0.331,0.028
0.332,0.020
0.333,0.016
0.334,0.007
0.335,0.000
0.336,-0.008
0.337,-0.009
0.338,-0.013
0.339,-0.013
0.340,-0.016
0.341,-0.019
0.342,-0.023
0.343,-0.031
0.344,-0.033
0.345,-0.034
0.346,-0.041
0.347,-0.047
0.348,-0.046
0.349,-0.044
0.350,-0.044
0.351,-0.044
0.352,-0.050
0.353,-0.056
0.354,-0.061
0.355,-0.063
0.356,-0.061
0.357,-0.059
0.358,-0.064
0.359,-0.063
0.360,-0.068
0.361,-0.066
0.362,-0.068
0.363,-0.063
0.364,-0.059
0.365,-0.063
0.366,-0.061
0.367,-0.059
0.368,-0.064
0.369,-0.066
0.370,-0.066
0.371,-0.069
0.372,-0.069
0.373,-0.069
0.374,-0.072
0.375,-0.072
0.376,-0.076
0.377,-0.078
0.378,-0.077
0.379,-0.078
0.380,-0.077
0.381,-0.075
0.382,-0.073
0.383,-0.075
0.384,-0.079
0.385,-0.081
0.386,-0.081
0.387,-0.081
0.388,-0.078
0.389,-0.075
0.390,-0.076
0.391,-0.081
0.392,-0.079
0.393,-0.081
0.394,-0.080
0.395,-0.078
0.396,-0.078
0.397,-0.078
0.398,-0.079
0.399,-0.081
0.400,-0.078
0.401,-0.078
0.402,-0.079
0.403,-0.078
0.404,-0.078
0.405,-0.078
0.406,-0.074
0.407,-0.072
0.408,-0.073
0.409,-0.072
0.410,-0.073
0.411,-0.075
0.412,-0.072
0.413,-0.075
0.414,-0.071
0.415,-0.072
0.416,-0.074
0.417,-0.078
0.418,-0.088
0.419,-0.094
0.420,-0.104
0.421,-0.103
0.422,-0.095
0.423,-0.088
0.424,-0.078
0.425,-0.066
0.426,-0.047
0.427,-0.019
0.428,0.012
0.429,0.028
0.430,0.034
0.431,0.047
0.432,0.055
0.433,0.081
0.434,0.100
0.435,0.144
0.436,0.183
0.437,0.247
0.438,0.314
0.439,0.381
0.440,0.442
0.441,0.494
0.442,0.544
0.443,0.616
0.444,0.679
0.445,0.703
